document_id,category,method,field,ground_truth,prediction,normalized_ground_truth,normalized_prediction,correct,inference_ms,required_human_correction
data/samples/final_eval/chinese_invoices/taxi_0226.jpg,chinese_invoices,layout_aware,tax_amount,,,,,True,3245.037,False
data/samples/final_eval/chinese_invoices/taxi_0226.jpg,chinese_invoices,layout_aware,total_amount,16.00,16.00,16.00,16.00,True,3245.037,False
data/samples/final_eval/chinese_invoices/taxi_0226.jpg,chinese_invoices,layout_aware,currency,CNY,CNY,CNY,CNY,True,3245.037,False
data/samples/final_eval/clean_invoices/starter_invoice_001.png,clean_invoices,regex,invoice_number,INV-2026-0001,INV-2026-0001,INV-2026-0001,INV-2026-0001,True,19.618,True
data/samples/final_eval/clean_invoices/starter_invoice_001.png,clean_invoices,regex,date,2026-05-01,2026-05-01,2026-05-01,2026-05-01,True,19.618,True
data/samples/final_eval/clean_invoices/starter_invoice_001.png,clean_invoices,regex,vendor_name,Blue River Trading Ltd,BLUE RIVER TRADING LTD,blue river trading ltd,blue river trading ltd,True,19.618,True
data/samples/final_eval/clean_invoices/starter_invoice_001.png,clean_invoices,regex,subtotal,210.0,210.00,210.00,210.00,True,19.618,True
data/samples/final_eval/clean_invoices/starter_invoice_001.png,clean_invoices,regex,tax_amount,21.0,3254000,21.00,3254000.00,False,19.618,True
data/samples/final_eval/clean_invoices/starter_invoice_001.png,clean_invoices,regex,total_amount,231.0,210.00,231.00,210.00,False,19.618,True
data/samples/final_eval/clean_invoices/starter_invoice_001.png,clean_invoices,regex,currency,USD,USD,USD,USD,True,19.618,True
data/samples/final_eval/clean_invoices/starter_invoice_001.png,clean_invoices,layout_aware,invoice_number,INV-2026-0001,INV-2026-0001,INV-2026-0001,INV-2026-0001,True,1688.613,False
data/samples/final_eval/clean_invoices/starter_invoice_001.png,clean_invoices,layout_aware,date,2026-05-01,2026-05-01,2026-05-01,2026-05-01,True,1688.613,False
data/samples/final_eval/clean_invoices/starter_invoice_001.png,clean_invoices,layout_aware,vendor_name,Blue River Trading Ltd,BLUE RIVER TRADING LTD,blue river trading ltd,blue river trading ltd,True,1688.613,False
data/samples/final_eval/clean_invoices/starter_invoice_001.png,clean_invoices,layout_aware,subtotal,210.0,210.00,210.00,210.00,True,1688.613,False
data/samples/final_eval/clean_invoices/starter_invoice_001.png,clean_invoices,layout_aware,tax_amount,21.0,21.00,21.00,21.00,True,1688.613,False
data/samples/final_eval/clean_invoices/starter_invoice_001.png,clean_invoices,layout_aware,total_amount,231.0,231.00,231.00,231.00,True,1688.613,False
data/samples/final_eval/clean_invoices/starter_invoice_001.png,clean_invoices,layout_aware,currency,USD,USD,USD,USD,True,1688.613,False
data/samples/final_eval/clean_invoices/starter_invoice_011.png,clean_invoices,regex,invoice_number,INV-2026-0011,INV-2026-0011,INV-2026-0011,INV-2026-0011,True,18.697,True
data/samples/final_eval/clean_invoices/starter_invoice_011.png,clean_invoices,regex,date,2026-05-31,2026-05-31,2026-05-31,2026-05-31,True,18.697,True
data/samples/final_eval/clean_invoices/starter_invoice_011.png,clean_invoices,regex,vendor_name,CN VAT INVOICE SAMPLE CN VAT SAMPLE TRADING,CN VAT INVOICE SAMPLE CN VAT SAMPLE TRADING,cn vat invoice sample cn vat sample trading,cn vat invoice sample cn vat sample trading,True,18.697,True
data/samples/final_eval/clean_invoices/starter_invoice_011.png,clean_invoices,regex,subtotal,545.00,545.00,545.00,545.00,True,18.697,True
data/samples/final_eval/clean_invoices/starter_invoice_011.png,clean_invoices,regex,tax_amount,70.85,3254010,70.85,3254010.00,False,18.697,True
data/samples/final_eval/clean_invoices/starter_invoice_011.png,clean_invoices,regex,total_amount,615.85,545.00,615.85,545.00,False,18.697,True
data/samples/final_eval/clean_invoices/starter_invoice_011.png,clean_invoices,regex,currency,CNY,CNY,CNY,CNY,True,18.697,True
data/samples/final_eval/clean_invoices/starter_invoice_011.png,clean_invoices,layout_aware,invoice_number,INV-2026-0011,INV-2026-0011,INV-2026-0011,INV-2026-0011,True,1885.452,False
data/samples/final_eval/clean_invoices/starter_invoice_011.png,clean_invoices,layout_aware,date,2026-05-31,2026-05-31,2026-05-31,2026-05-31,True,1885.452,False
data/samples/final_eval/clean_invoices/starter_invoice_011.png,clean_invoices,layout_aware,vendor_name,CN VAT INVOICE SAMPLE CN VAT SAMPLE TRADING,CN VAT INVOICE SAMPLE CN VAT SAMPLE TRADING,cn vat invoice sample cn vat sample trading,cn vat invoice sample cn vat sample trading,True,1885.452,False
data/samples/final_eval/clean_invoices/starter_invoice_011.png,clean_invoices,layout_aware,subtotal,545.00,545.00,545.00,545.00,True,1885.452,False
data/samples/final_eval/clean_invoices/starter_invoice_011.png,clean_invoices,layout_aware,tax_amount,70.85,70.85,70.85,70.85,True,1885.452,False
data/samples/final_eval/clean_invoices/starter_invoice_011.png,clean_invoices,layout_aware,total_amount,615.85,615.85,615.85,615.85,True,1885.452,False
data/samples/final_eval/clean_invoices/starter_invoice_011.png,clean_invoices,layout_aware,currency,CNY,CNY,CNY,CNY,True,1885.452,False
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,regex,invoice_number,61987058,61987058,61987058,61987058,True,25.437,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,regex,date,2014-11-13,,2014-11-13,,False,25.437,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,regex,vendor_name,"Schneider, Johnston and Aguirre","SCHNEIDER, JOHNSTON AND AGUIRRE PERRY, ELLIOTT AND GRAY 99443 RODRIGUEZ CENTER 3414 CHRISTINA GROVE",schneider johnston and aguirre,schneider johnston and aguirre perry elliott and gray 99443 rodriguez center 3414 christina grove,False,25.437,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,regex,subtotal,342.77,,342.77,,False,25.437,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,regex,tax_amount,34.28,,34.28,,False,25.437,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,regex,total_amount,377.05,342.77,377.05,342.77,False,25.437,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,regex,currency,USD,USD,USD,USD,True,25.437,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,layout_aware,invoice_number,61987058,61987058,61987058,61987058,True,3421.868,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,layout_aware,date,2014-11-13,,2014-11-13,,False,3421.868,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,layout_aware,vendor_name,"Schneider, Johnston and Aguirre","SCHNEIDER, JOHNSTON AND AGUIRRE PERRY, ELLIOTT AND GRAY 99443 RODRIGUEZ CENTER 3414 CHRISTINA GROVE",schneider johnston and aguirre,schneider johnston and aguirre perry elliott and gray 99443 rodriguez center 3414 christina grove,False,3421.868,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,layout_aware,subtotal,342.77,26.67,342.77,26.67,False,3421.868,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,layout_aware,tax_amount,34.28,7.62,34.28,7.62,False,3421.868,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,layout_aware,total_amount,377.05,377.05,377.05,377.05,True,3421.868,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,layout_aware,currency,USD,USD,USD,USD,True,3421.868,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,regex,invoice_number,72744145,72744145,72744145,72744145,True,10.707,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,regex,date,2016-03-29,,2016-03-29,,False,10.707,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,regex,vendor_name,"Elliott, Simon and Taylor",SELLER: CLIENT,elliott simon and taylor,seller client,False,10.707,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,regex,subtotal,2805,,2805.00,,False,10.707,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,regex,tax_amount,280.5,,280.50,,False,10.707,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,regex,total_amount,3085.5,2,3085.50,2.00,False,10.707,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,regex,currency,USD,USD,USD,USD,True,10.707,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,layout_aware,invoice_number,72744145,72744145,72744145,72744145,True,1754.88,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,layout_aware,date,2016-03-29,,2016-03-29,,False,1754.88,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,layout_aware,vendor_name,"Elliott, Simon and Taylor",SELLER: CLIENT,elliott simon and taylor,seller client,False,1754.88,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,layout_aware,subtotal,2805,805.00,2805.00,805.00,False,1754.88,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,layout_aware,tax_amount,280.5,280.50,280.50,280.50,True,1754.88,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,layout_aware,total_amount,3085.5,805.00,3085.50,805.00,False,1754.88,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,layout_aware,currency,USD,USD,USD,USD,True,1754.88,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,regex,invoice_number,28935386,28935386,28935386,28935386,True,11.76,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,regex,date,2017-02-25,,2017-02-25,,False,11.76,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,regex,vendor_name,Bishop Group,SELLER: CLIENT,bishop group,seller client,False,11.76,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,regex,subtotal,2870.01,,2870.01,,False,11.76,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,regex,tax_amount,287,,287.00,,False,11.76,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,regex,total_amount,3157.01,2,3157.01,2.00,False,11.76,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,regex,currency,USD,USD,USD,USD,True,11.76,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,layout_aware,invoice_number,28935386,28935386,28935386,28935386,True,2986.006,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,layout_aware,date,2017-02-25,,2017-02-25,,False,2986.006,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,layout_aware,vendor_name,Bishop Group,SELLER: CLIENT,bishop group,seller client,False,2986.006,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,layout_aware,subtotal,2870.01,1.00,2870.01,1.00,False,2986.006,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,layout_aware,tax_amount,287,1.00,287.00,1.00,False,2986.006,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,layout_aware,total_amount,3157.01,2.00,3157.01,2.00,False,2986.006,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,layout_aware,currency,USD,USD,USD,USD,True,2986.006,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,regex,invoice_number,INV-626105,NV-626105,INV-626105,NV-626105,False,40.903,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,regex,date,2025-08-02,,2025-08-02,,False,40.903,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,regex,vendor_name,GreenLine Logistics,FROM GREENLINE LOGISTICS GREENLINE LOGISTICS,greenline logistics,from greenline logistics greenline logistics,False,40.903,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,regex,subtotal,92390.0,92390.00,92390.00,92390.00,True,40.903,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,regex,tax_amount,9239.0,,9239.00,,False,40.903,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,regex,total_amount,102329.0,92390.00,102329.00,92390.00,False,40.903,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,regex,currency,BDT,,BDT,,False,40.903,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,layout_aware,invoice_number,INV-626105,INV-626105,INV-626105,INV-626105,True,5160.926,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,layout_aware,date,2025-08-02,2025-08-02,2025-08-02,2025-08-02,True,5160.926,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,layout_aware,vendor_name,GreenLine Logistics,FROM GREENLINE LOGISTICS GREENLINE LOGISTICS,greenline logistics,from greenline logistics greenline logistics,False,5160.926,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,layout_aware,subtotal,92390.0,92390.00,92390.00,92390.00,True,5160.926,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,layout_aware,tax_amount,9239.0,300.00,9239.00,300.00,False,5160.926,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,layout_aware,total_amount,102329.0,102329.00,102329.00,102329.00,True,5160.926,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,layout_aware,currency,BDT,,BDT,,False,5160.926,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,regex,invoice_number,7Y8M3d-213,7Y8M3d-213,7Y8M3D-213,7Y8M3D-213,True,12.152,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,regex,date,23-Nov-2019,,2019-11-23,,False,12.152,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,regex,vendor_name,Faulkner LLC,VI FAULKNER LLC,faulkner llc,vi faulkner llc,False,12.152,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,regex,subtotal,3.00,,3.00,,False,12.152,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,regex,tax_amount,2.00,,2.00,,False,12.152,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,regex,total_amount,1032.06,1032.06,1032.06,1032.06,True,12.152,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,regex,currency,EUR,EUR,EUR,EUR,True,12.152,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,layout_aware,invoice_number,7Y8M3d-213,7Y8M3d-213,7Y8M3D-213,7Y8M3D-213,True,1970.837,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,layout_aware,date,23-Nov-2019,2019-11-23,2019-11-23,2019-11-23,True,1970.837,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,layout_aware,vendor_name,Faulkner LLC,VI FAULKNER LLC,faulkner llc,vi faulkner llc,False,1970.837,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,layout_aware,subtotal,3.00,3.00,3.00,3.00,True,1970.837,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,layout_aware,tax_amount,2.00,2.00,2.00,2.00,True,1970.837,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,layout_aware,total_amount,1032.06,1032.06,1032.06,1032.06,True,1970.837,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,layout_aware,currency,EUR,USD,EUR,USD,False,1970.837,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,regex,invoice_number,INV78505164,INV78505164,INV78505164,INV78505164,True,14.982,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,regex,date,05-Nov-2010,,2010-11-05,,False,14.982,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,regex,vendor_name,Faulkner LLC,INVOICE VI FAULKNER LLC,faulkner llc,invoice vi faulkner llc,False,14.982,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,regex,subtotal,,,,,True,14.982,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,regex,tax_amount,,,,,True,14.982,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,regex,total_amount,621.98,621.98,621.98,621.98,True,14.982,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,regex,currency,USD,USD,USD,USD,True,14.982,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,layout_aware,invoice_number,INV78505164,INV78505164,INV78505164,INV78505164,True,2043.46,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,layout_aware,date,05-Nov-2010,2010-11-05,2010-11-05,2010-11-05,True,2043.46,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,layout_aware,vendor_name,Faulkner LLC,INVOICE VI FAULKNER LLC,faulkner llc,invoice vi faulkner llc,False,2043.46,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,layout_aware,subtotal,,,,,True,2043.46,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,layout_aware,tax_amount,,,,,True,2043.46,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,layout_aware,total_amount,621.98,621.98,621.98,621.98,True,2043.46,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,layout_aware,currency,USD,USD,USD,USD,True,2043.46,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,regex,invoice_number,INV/95-75/438,INV/95-75/438,INV/95-75/438,INV/95-75/438,True,13.422,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,regex,date,24-Sep-2022,,2022-09-24,,False,13.422,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,regex,vendor_name,Faulkner LLC,VI FAULKNER LLC,faulkner llc,vi faulkner llc,False,13.422,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,regex,subtotal,3.00,,3.00,,False,13.422,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,regex,tax_amount,1.00,,1.00,,False,13.422,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,regex,total_amount,886.63,886.63,886.63,886.63,True,13.422,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,regex,currency,USD,USD,USD,USD,True,13.422,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,layout_aware,invoice_number,INV/95-75/438,INV/95-75/438,INV/95-75/438,INV/95-75/438,True,2226.258,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,layout_aware,date,24-Sep-2022,2022-09-24,2022-09-24,2022-09-24,True,2226.258,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,layout_aware,vendor_name,Faulkner LLC,VI FAULKNER LLC,faulkner llc,vi faulkner llc,False,2226.258,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,layout_aware,subtotal,3.00,3.00,3.00,3.00,True,2226.258,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,layout_aware,tax_amount,1.00,1.00,1.00,1.00,True,2226.258,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,layout_aware,total_amount,886.63,886.63,886.63,886.63,True,2226.258,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,layout_aware,currency,USD,USD,USD,USD,True,2226.258,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,regex,invoice_number,1683-469,1683-469,1683-469,1683-469,True,23.195,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,regex,date,29-Jul-2015,,2015-07-29,,False,23.195,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,regex,vendor_name,Woods-Gibbs,INVOICE,woods gibbs,invoice,False,23.195,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,regex,subtotal,579.80,579.80,579.80,579.80,True,23.195,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,regex,tax_amount,48.34,,48.34,,False,23.195,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,regex,total_amount,589.25,579.80,589.25,579.80,False,23.195,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,regex,currency,USD,USD,USD,USD,True,23.195,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,layout_aware,invoice_number,1683-469,1683-469,1683-469,1683-469,True,1809.572,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,layout_aware,date,29-Jul-2015,2015-07-29,2015-07-29,2015-07-29,True,1809.572,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,layout_aware,vendor_name,Woods-Gibbs,INVOICE,woods gibbs,invoice,False,1809.572,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,layout_aware,subtotal,579.80,1.00,579.80,1.00,False,1809.572,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,layout_aware,tax_amount,48.34,48.34,48.34,48.34,True,1809.572,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,layout_aware,total_amount,589.25,589.25,589.25,589.25,True,1809.572,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,layout_aware,currency,USD,USD,USD,USD,True,1809.572,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,regex,invoice_number,C1-0170778,C1-0170778,C1-0170778,C1-0170778,True,54.88,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,regex,date,2017-12-28,,2017-12-28,,False,54.88,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,regex,vendor_name,RESTORAN HASSANBISTRO,RESTORAN HASSANBISTRO,restoran hassanbistro,restoran hassanbistro,True,54.88,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,regex,subtotal,15.0,,15.00,,False,54.88,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,regex,tax_amount,0.0,6,0.00,6.00,False,54.88,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,regex,total_amount,15.0,,15.00,,False,54.88,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,regex,currency,RM,RM,RM,RM,True,54.88,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,layout_aware,invoice_number,C1-0170778,C1-0170778,C1-0170778,C1-0170778,True,4714.455,True
