document_id,category,method,field,ground_truth,prediction,normalized_ground_truth,normalized_prediction,correct,inference_ms,required_human_correction
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,layoutlmv3,invoice_number,61987058,61987058,61987058,61987058,True,79.382,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,layoutlmv3,date,2014-11-13,2014-11-13,2014-11-13,2014-11-13,True,79.382,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,layoutlmv3,vendor_name,"Schneider, Johnston and Aguirre","Schneider, Johnston and Aguirre Perry, Elliott and Gray",schneider johnston and aguirre,schneider johnston and aguirre perry elliott and gray,False,79.382,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,layoutlmv3,subtotal,342.77,342.77,342.77,342.77,True,79.382,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,layoutlmv3,tax_amount,34.28,34.28,34.28,34.28,True,79.382,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,layoutlmv3,total_amount,377.05,377.05,377.05,377.05,True,79.382,True
data/samples/final_eval/english_invoices/batch1-0526.jpg,english_invoices,layoutlmv3,currency,USD,USD,USD,USD,True,79.382,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,layoutlmv3,invoice_number,72744145,72744145,72744145,72744145,True,84.518,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,layoutlmv3,date,2016-03-29,2016-03-29,2016-03-29,2016-03-29,True,84.518,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,layoutlmv3,vendor_name,"Elliott, Simon and Taylor","Elliott, Simon and Taylor Hopkins, Graves and Baker",elliott simon and taylor,elliott simon and taylor hopkins graves and baker,False,84.518,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,layoutlmv3,subtotal,2805,2805.00,2805.00,2805.00,True,84.518,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,layoutlmv3,tax_amount,280.5,280.50,280.50,280.50,True,84.518,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,layoutlmv3,total_amount,3085.5,3085.50,3085.50,3085.50,True,84.518,True
data/samples/final_eval/english_invoices/batch1-1005.jpg,english_invoices,layoutlmv3,currency,USD,USD,USD,USD,True,84.518,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,layoutlmv3,invoice_number,28935386,28935386,28935386,28935386,True,84.813,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,layoutlmv3,date,2017-02-25,2017-02-25,2017-02-25,2017-02-25,True,84.813,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,layoutlmv3,vendor_name,Bishop Group,"Bishop Group Mayer, Richardson and Gamble",bishop group,bishop group mayer richardson and gamble,False,84.813,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,layoutlmv3,subtotal,2870.01,2870.01,2870.01,2870.01,True,84.813,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,layoutlmv3,tax_amount,287,287.00,287.00,287.00,True,84.813,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,layoutlmv3,total_amount,3157.01,3157.01,3157.01,3157.01,True,84.813,True
data/samples/final_eval/english_invoices/batch1-1026.jpg,english_invoices,layoutlmv3,currency,USD,USD,USD,USD,True,84.813,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,layoutlmv3,invoice_number,INV-626105,NV-626105,INV-626105,NV-626105,False,83.679,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,layoutlmv3,date,2025-08-02,,2025-08-02,,False,83.679,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,layoutlmv3,vendor_name,GreenLine Logistics,GreenLine,greenline logistics,greenline,False,83.679,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,layoutlmv3,subtotal,92390.0,2.00,92390.00,2.00,False,83.679,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,layoutlmv3,tax_amount,9239.0,9239.00,9239.00,9239.00,True,83.679,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,layoutlmv3,total_amount,102329.0,92390.00,102329.00,92390.00,False,83.679,True
data/samples/final_eval/english_invoices/Screenshot 2026-06-15 103509.png,english_invoices,layoutlmv3,currency,BDT,,BDT,,False,83.679,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,layoutlmv3,invoice_number,7Y8M3d-213,Y8M3D-213,7Y8M3D-213,Y8M3D-213,False,83.47,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,layoutlmv3,date,23-Nov-2019,23-Nov-2019,2019-11-23,2019-11-23,True,83.47,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,layoutlmv3,vendor_name,Faulkner LLC,VI,faulkner llc,vi,False,83.47,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,layoutlmv3,subtotal,3.00,,3.00,,False,83.47,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,layoutlmv3,tax_amount,2.00,3.00,2.00,3.00,False,83.47,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,layoutlmv3,total_amount,1032.06,1032.06,1032.06,1032.06,True,83.47,True
data/samples/final_eval/fatura/Template14_Instance111.jpg,fatura,layoutlmv3,currency,EUR,EUR,EUR,EUR,True,83.47,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,layoutlmv3,invoice_number,INV78505164,INV78505164,INV78505164,INV78505164,True,83.054,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,layoutlmv3,date,05-Nov-2010,05-Nov-2010,2010-11-05,2010-11-05,True,83.054,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,layoutlmv3,vendor_name,Faulkner LLC,VI,faulkner llc,vi,False,83.054,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,layoutlmv3,subtotal,,,,,True,83.054,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,layoutlmv3,tax_amount,,4.00,,4.00,False,83.054,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,layoutlmv3,total_amount,621.98,621.98,621.98,621.98,True,83.054,True
data/samples/final_eval/fatura/Template14_Instance121.jpg,fatura,layoutlmv3,currency,USD,USD,USD,USD,True,83.054,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,layoutlmv3,invoice_number,INV/95-75/438,INV/95-75/438,INV/95-75/438,INV/95-75/438,True,83.373,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,layoutlmv3,date,24-Sep-2022,24-Sep-2022,2022-09-24,2022-09-24,True,83.373,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,layoutlmv3,vendor_name,Faulkner LLC,VI,faulkner llc,vi,False,83.373,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,layoutlmv3,subtotal,3.00,,3.00,,False,83.373,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,layoutlmv3,tax_amount,1.00,5.00,1.00,5.00,False,83.373,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,layoutlmv3,total_amount,886.63,886.63,886.63,886.63,True,83.373,True
data/samples/final_eval/fatura/Template14_Instance96.jpg,fatura,layoutlmv3,currency,USD,USD,USD,USD,True,83.373,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,layoutlmv3,invoice_number,1683-469,1683-469,1683-469,1683-469,True,84.357,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,layoutlmv3,date,29-Jul-2015,29-Jul-2015,2015-07-29,2015-07-29,True,84.357,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,layoutlmv3,vendor_name,Woods-Gibbs,DSD,woods gibbs,dsd,False,84.357,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,layoutlmv3,subtotal,579.80,579.80,579.80,579.80,True,84.357,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,layoutlmv3,tax_amount,48.34,1.00,48.34,1.00,False,84.357,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,layoutlmv3,total_amount,589.25,589.25,589.25,589.25,True,84.357,True
data/samples/final_eval/fatura/Template16_Instance85.jpg,fatura,layoutlmv3,currency,USD,USD,USD,USD,True,84.357,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,layoutlmv3,invoice_number,C1-0170778,市水本本家车*本室家车本车本车家室,C1-0170778,市水本本家车*本室家车本车本车家室,False,83.443,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,layoutlmv3,date,2017-12-28,,2017-12-28,,False,83.443,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,layoutlmv3,vendor_name,RESTORAN HASSANBISTRO,RESTORAN HASSANBISTRO,restoran hassanbistro,restoran hassanbistro,True,83.443,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,layoutlmv3,subtotal,15.0,15.00,15.00,15.00,True,83.443,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,layoutlmv3,tax_amount,0.0,15.00,0.00,15.00,False,83.443,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,layoutlmv3,total_amount,15.0,,15.00,,False,83.443,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,layoutlmv3,currency,RM,RM,RM,RM,True,83.443,True
data/samples/final_eval/malaysian_invoices/X51005337867.jpg,malaysian_invoices,layoutlmv3,invoice_number,37617,THISISNOTA,37617,THISISNOTA,False,83.08,True
data/samples/final_eval/malaysian_invoices/X51005337867.jpg,malaysian_invoices,layoutlmv3,date,2018-03-22,22-Mar-18,2018-03-22,2018-03-22,True,83.08,True
data/samples/final_eval/malaysian_invoices/X51005337867.jpg,malaysian_invoices,layoutlmv3,vendor_name,OLDTOWN WHITE COFFEE,SY LEE.,oldtown white coffee,sy lee,False,83.08,True
data/samples/final_eval/malaysian_invoices/X51005337867.jpg,malaysian_invoices,layoutlmv3,subtotal,28.53,25.94,28.53,25.94,False,83.08,True
data/samples/final_eval/malaysian_invoices/X51005337867.jpg,malaysian_invoices,layoutlmv3,tax_amount,1.71,1.71,1.71,1.71,True,83.08,True
data/samples/final_eval/malaysian_invoices/X51005337867.jpg,malaysian_invoices,layoutlmv3,total_amount,30.25,25.94,30.25,25.94,False,83.08,True
data/samples/final_eval/malaysian_invoices/X51005337867.jpg,malaysian_invoices,layoutlmv3,currency,RM,RM,RM,RM,True,83.08,True
data/samples/final_eval/noisy_invoices/taxi_0071.jpg,noisy_invoices,layoutlmv3,invoice_number,29368085,29368085,29368085,29368085,True,84.46,True
data/samples/final_eval/noisy_invoices/taxi_0071.jpg,noisy_invoices,layoutlmv3,date,2017-10-20,2017-10-20,2017-10-20,2017-10-20,True,84.46,True
data/samples/final_eval/noisy_invoices/taxi_0071.jpg,noisy_invoices,layoutlmv3,vendor_name,??????????? / ??????,日出租汽车机打发,,日出租汽车机打发,False,84.46,True
data/samples/final_eval/noisy_invoices/taxi_0071.jpg,noisy_invoices,layoutlmv3,subtotal,,40.00,,40.00,False,84.46,True
data/samples/final_eval/noisy_invoices/taxi_0071.jpg,noisy_invoices,layoutlmv3,tax_amount,,2.25,,2.25,False,84.46,True
data/samples/final_eval/noisy_invoices/taxi_0071.jpg,noisy_invoices,layoutlmv3,total_amount,40.0,18.00,40.00,18.00,False,84.46,True
data/samples/final_eval/noisy_invoices/taxi_0071.jpg,noisy_invoices,layoutlmv3,currency,CNY,CNY,CNY,CNY,True,84.46,True
data/samples/final_eval/noisy_invoices/X51005361950.jpg,noisy_invoices,layoutlmv3,invoice_number,18287/102/T0049,000181747712,18287/102/T0049,000181747712,False,85.87,True
data/samples/final_eval/noisy_invoices/X51005361950.jpg,noisy_invoices,layoutlmv3,date,24-01-18,2018-01-24,2018-01-24,2018-01-24,True,85.87,True
data/samples/final_eval/noisy_invoices/X51005361950.jpg,noisy_invoices,layoutlmv3,vendor_name,99 SPEED MART S/B,99 SPEED MART S/B 519537-X),99 speed mart s b,99 speed mart s b 519537 x,False,85.87,True
data/samples/final_eval/noisy_invoices/X51005361950.jpg,noisy_invoices,layoutlmv3,subtotal,2.36,2.36,2.36,2.36,True,85.87,True
data/samples/final_eval/noisy_invoices/X51005361950.jpg,noisy_invoices,layoutlmv3,tax_amount,2.36,2.50,2.36,2.50,False,85.87,True
data/samples/final_eval/noisy_invoices/X51005361950.jpg,noisy_invoices,layoutlmv3,total_amount,2.50,,2.50,,False,85.87,True
data/samples/final_eval/noisy_invoices/X51005361950.jpg,noisy_invoices,layoutlmv3,currency,RM,RM,RM,RM,True,85.87,True
data/samples/final_eval/vatid/vat_0051.jpg,vatid,layoutlmv3,invoice_number,34861239,,34861239,,False,83.952,True
data/samples/final_eval/vatid/vat_0051.jpg,vatid,layoutlmv3,date,2017-05-02,2017-05-02,2017-05-02,2017-05-02,True,83.952,True
data/samples/final_eval/vatid/vat_0051.jpg,vatid,layoutlmv3,vendor_name,中国航空集团旅业有限公司上海中航泊悦酒店,,中国航空集团旅业有限公司上海中航泊悦酒店,,False,83.952,True
data/samples/final_eval/vatid/vat_0051.jpg,vatid,layoutlmv3,subtotal,377.36,,377.36,,False,83.952,True
data/samples/final_eval/vatid/vat_0051.jpg,vatid,layoutlmv3,tax_amount,22.64,,22.64,,False,83.952,True
data/samples/final_eval/vatid/vat_0051.jpg,vatid,layoutlmv3,total_amount,400.0,400.00,400.00,400.00,True,83.952,True
data/samples/final_eval/vatid/vat_0051.jpg,vatid,layoutlmv3,currency,CNY,CNY,CNY,CNY,True,83.952,True
data/samples/final_eval/vatid/vat_0091.jpg,vatid,layoutlmv3,invoice_number,9750786,09750786,9750786,09750786,False,85.832,True
data/samples/final_eval/vatid/vat_0091.jpg,vatid,layoutlmv3,date,2017-04-18,2017-04-18,2017-04-18,2017-04-18,True,85.832,True
data/samples/final_eval/vatid/vat_0091.jpg,vatid,layoutlmv3,vendor_name,佳作天成(北京)科技有限公司,,佳作天成 北京 科技有限公司,,False,85.832,True
data/samples/final_eval/vatid/vat_0091.jpg,vatid,layoutlmv3,subtotal,17985.47,,17985.47,,False,85.832,True
data/samples/final_eval/vatid/vat_0091.jpg,vatid,layoutlmv3,tax_amount,3057.53,,3057.53,,False,85.832,True
data/samples/final_eval/vatid/vat_0091.jpg,vatid,layoutlmv3,total_amount,21043.00,,21043.00,,False,85.832,True
data/samples/final_eval/vatid/vat_0091.jpg,vatid,layoutlmv3,currency,CNY,CNY,CNY,CNY,True,85.832,True
data/samples/final_eval/vatid/vat_0095.jpg,vatid,layoutlmv3,invoice_number,28394644,09280798,28394644,09280798,False,84.778,True
data/samples/final_eval/vatid/vat_0095.jpg,vatid,layoutlmv3,date,2017-05-15,2017-05-15,2017-05-15,2017-05-15,True,84.778,True
data/samples/final_eval/vatid/vat_0095.jpg,vatid,layoutlmv3,vendor_name,名称北京思腾合力科技有限公司,,名称北京思腾合力科技有限公司,,False,84.778,True
data/samples/final_eval/vatid/vat_0095.jpg,vatid,layoutlmv3,subtotal,42632.48,,42632.48,,False,84.778,True
data/samples/final_eval/vatid/vat_0095.jpg,vatid,layoutlmv3,tax_amount,7247.52,507.00,7247.52,507.00,False,84.778,True
data/samples/final_eval/vatid/vat_0095.jpg,vatid,layoutlmv3,total_amount,49880.00,49880.00,49880.00,49880.00,True,84.778,True
data/samples/final_eval/vatid/vat_0095.jpg,vatid,layoutlmv3,currency,CNY,CNY,CNY,CNY,True,84.778,True
